Ingreso,Alimentación,Movilidad,Vivienda,Salud,Educación,Entretenimiento,Vestuario,Ahorros,Deudas,Otros,%Ahorro,%Deuda,NivelIngreso,SaludFinanciera,PerfilFinanciero
5436949,672253,232266,827104,215533,300964,180774,128149,425069,2053748,250963,7.82,37.77,Medio Alto,Crítica,Endeudado
4998666,552298,198405,892220,193677,281235,151756,123162,411330,1938058,242973,8.23,38.77,Medio Alto,Crítica,Endeudado
4957856,592866,223080,822835,199726,280415,181117,107153,384526,1895111,265918,7.76,38.22,Medio Alto,Crítica,Endeudado
5131898,603036,197457,770539,225054,262284,182662,116521,407849,2074057,278925,7.95,40.42,Medio Alto,Crítica,Endeudado
4950878,644172,202245,828381,190969,283540,157996,115152,348595,1923218,246475,7.04,38.85,Medio Alto,Crítica,Endeudado
5856192,671153,244584,929707,266605,354235,208975,145332,472295,2281338,264357,8.06,38.96,Medio Alto,Crítica,Endeudado
5005298,575826,211694,869255,225547,276266,151315,130909,435430,1841767,273011,8.7,36.8,Medio Alto,Crítica,Endeudado
6078600,812374,264961,1015965,257121,366676,191183,155545,478077,2227969,289278,7.86,36.65,Medio Alto,Crítica,Endeudado
5986606,722459,243339,922034,260515,334445,211479,142036,491143,2311996,319025,8.2,38.62,Medio Alto,Crítica,Endeudado
6304102,855504,263986,1018490,264533,399208,190285,143409,553431,2245938,293172,8.78,35.63,Medio Alto,Crítica,Endeudado
6487961,790394,270720,994810,271526,396077,225710,142516,559528,2434451,307498,8.62,37.52,Medio Alto,Crítica,Endeudado
5179716,623285,215551,844661,203158,287739,171365,127203,470748,1917276,283788,9.09,37.02,Medio Alto,Crítica,Endeudado
6479324,809502,248278,1109032,245489,377871,216330,155709,487635,2293932,338562,7.53,35.4,Medio Alto,Crítica,Endeudado
6135709,725290,251883,1099086,216603,349831,195054,153021,513263,2342679,281572,8.37,38.18,Medio Alto,Crítica,Endeudado
6294331,820525,248562,989380,265013,395824,229137,169381,510151,2324874,331243,8.1,36.94,Medio Alto,Crítica,Endeudado
6088605,791867,277421,975107,262869,329795,188872,143793,500685,2312922,299416,8.22,37.99,Medio Alto,Crítica,Endeudado
4900841,671290,189432,790536,222525,264215,162657,115826,394298,1788110,221425,8.05,36.49,Medio Alto,Crítica,Endeudado
4950586,640948,189077,761010,194259,279071,147981,108642,377651,2000531,243948,7.63,40.41,Medio Alto,Crítica,Endeudado
4915113,637140,200786,773488,221118,286811,163194,127170,376226,1678778,222402,7.65,34.16,Medio Alto,Crítica,Endeudado
4930863,651511,204533,759675,204931,303108,173451,118746,395018,1824054,264733,8.01,36.99,Medio Alto,Crítica,Endeudado
6038610,747205,267183,971222,245688,374851,221356,140114,514873,2076056,307324,8.53,34.38,Medio Alto,Crítica,Endeudado
5425989,665361,206632,918331,230861,293800,187908,126032,435401,2071607,286728,8.02,38.18,Medio Alto,Crítica,Endeudado
6472247,759802,264443,1003451,246887,346958,227250,130280,523033,2615633,343100,8.08,40.41,Medio Alto,Crítica,Endeudado
5741080,612221,255577,1040179,231216,344891,206238,145850,484501,2108953,299502,8.44,36.73,Medio Alto,Crítica,Endeudado
6000255,686091,225006,1073156,242784,331749,178978,162502,468416,2238208,306109,7.81,37.3,Medio Alto,Crítica,Endeudado
5170056,680949,199142,844488,225567,321222,158261,121873,456994,1789159,270099,8.84,34.61,Medio Alto,Crítica,Endeudado
5357495,653322,240725,888236,237139,330839,183013,131072,471076,1850052,286903,8.79,34.53,Medio Alto,Crítica,Endeudado
5361885,712013,227785,935235,244486,293325,168517,144790,479322,1850749,259662,8.94,34.52,Medio Alto,Crítica,Endeudado
5058340,659481,195153,792314,181757,252802,158043,120603,454725,1988841,249111,8.99,39.32,Medio Alto,Crítica,Endeudado
5422311,721586,229722,885073,245854,318675,192169,118876,456925,1965690,264801,8.43,36.25,Medio Alto,Crítica,Endeudado
6472891,787732,265050,1032240,258537,370556,222843,151304,568416,2488111,297072,8.78,38.44,Medio Alto,Crítica,Endeudado
6005736,741285,254363,1063416,259466,303757,203766,163533,495066,2194750,280898,8.24,36.54,Medio Alto,Crítica,Endeudado
6279359,766455,266433,990798,237168,317596,219068,153088,464874,2441784,294675,7.4,38.89,Medio Alto,Crítica,Endeudado
6414198,809942,276008,969700,254167,344822,213172,175040,564249,2379358,346394,8.8,37.1,Medio Alto,Crítica,Endeudado
6235816,848684,276755,989434,238498,377276,208836,170057,545562,2192996,282390,8.75,35.17,Medio Alto,Crítica,Endeudado
5690668,680163,213594,898211,248934,303355,188559,147645,515295,2045570,289840,9.06,35.95,Medio Alto,Crítica,Endeudado
5260624,682504,210582,918076,190867,303207,177202,122602,456700,1941244,250445,8.68,36.9,Medio Alto,Crítica,Endeudado
5542460,671864,246928,974227,193514,314592,172651,132117,421910,2071949,262165,7.61,37.38,Medio Alto,Crítica,Endeudado
5944226,797195,240414,956434,271578,332872,209615,160257,489957,2175720,268243,8.24,36.6,Medio Alto,Crítica,Endeudado
5555800,644799,206373,955262,214016,340365,179370,131220,421525,2143067,272777,7.59,38.57,Medio Alto,Crítica,Endeudado
4899052,610602,185754,827540,207860,251875,161569,119641,423394,1811833,256041,8.64,36.98,Medio Alto,Crítica,Endeudado
5952532,681614,256984,946681,235869,323107,195098,159923,487146,2343064,293202,8.18,39.36,Medio Alto,Crítica,Endeudado
6182995,764299,250051,993840,255086,350704,200300,157728,474164,2315060,300094,7.67,37.44,Medio Alto,Crítica,Endeudado
4973495,628319,201558,788788,183852,310037,149756,124829,403478,1925700,237084,8.11,38.72,Medio Alto,Crítica,Endeudado
4898100,663453,212801,825249,206023,287641,157458,131235,389288,1654046,228835,7.95,33.77,Medio Alto,Crítica,Endeudado
6122118,704504,251688,1104620,259675,355216,192888,138627,492792,2209435,331645,8.05,36.09,Medio Alto,Crítica,Endeudado
5602402,706213,252043,899826,236176,316873,177984,150859,487961,2082001,288165,8.71,37.16,Medio Alto,Crítica,Endeudado
5235401,649722,234675,909002,207061,275021,179989,130211,403046,1928200,221204,7.7,36.83,Medio Alto,Crítica,Endeudado
5666527,698386,245030,951289,243246,323216,182946,145934,496548,2107803,260690,8.76,37.2,Medio Alto,Crítica,Endeudado
5710464,652015,230717,963486,244809,330251,209147,135607,449057,2172647,313390,7.86,38.05,Medio Alto,Crítica,Endeudado
5535207,742614,227607,924407,246649,307565,168420,146957,426159,1996229,272642,7.7,36.06,Medio Alto,Crítica,Endeudado
6229177,700964,239822,968878,264354,378322,216791,148766,568219,2404646,303065,9.12,38.6,Medio Alto,Crítica,Endeudado
5728167,779168,236868,870497,238630,329226,174336,134251,433300,2231314,267184,7.56,38.95,Medio Alto,Crítica,Endeudado
5405889,692872,197012,880737,221865,340469,158931,139239,406577,2079211,264078,7.52,38.46,Medio Alto,Crítica,Endeudado
6076612,762178,240077,978541,274944,381672,201652,143238,463914,2280509,296092,7.63,37.53,Medio Alto,Crítica,Endeudado
5483539,730199,248491,851761,234287,310531,165062,124408,427968,1868605,247885,7.8,34.08,Medio Alto,Crítica,Endeudado
6363818,838844,224065,947132,266470,334394,217187,158747,485041,2608230,281211,7.62,40.99,Medio Alto,Crítica,Endeudado
5407508,674227,226301,914427,213320,339779,197040,122902,464541,1969907,243929,8.59,36.43,Medio Alto,Crítica,Endeudado
5661526,732762,255018,851240,239132,314817,199601,129426,484091,2117023,272157,8.55,37.39,Medio Alto,Crítica,Endeudado
5976487,748378,230617,1082605,251415,332899,185687,135119,519260,2121327,271419,8.69,35.49,Medio Alto,Crítica,Endeudado
5976725,672857,245807,1063620,247644,366582,181759,158991,517437,2239543,274623,8.66,37.47,Medio Alto,Crítica,Endeudado
5965989,803607,230661,975716,240282,375700,160739,150846,456116,2248069,275851,7.65,37.68,Medio Alto,Crítica,Endeudado
6322957,799192,250065,1158561,264807,371644,221081,148924,488554,2241449,322145,7.73,35.45,Medio Alto,Crítica,Endeudado
5662022,720844,229678,933170,210678,301251,184853,131753,473262,2223063,248829,8.36,39.26,Medio Alto,Crítica,Endeudado
5760145,659655,216468,887096,238496,336122,196106,148648,512161,1965759,288846,8.89,34.13,Medio Alto,Crítica,Endeudado
6129720,715920,234776,975501,240312,385501,201986,156996,526425,2345503,296472,8.59,38.26,Medio Alto,Crítica,Endeudado
5839680,722933,260033,985036,239019,313426,186891,134129,487801,2128907,290616,8.35,36.46,Medio Alto,Crítica,Endeudado
5256268,647753,231836,827998,210998,312737,162512,142250,471864,1917303,288911,8.98,36.48,Medio Alto,Crítica,Endeudado
5480723,741454,239369,1003567,209767,290832,176202,142815,445942,1892729,267425,8.14,34.53,Medio Alto,Crítica,Endeudado
5413751,591096,217616,938291,221412,316733,184885,138975,444779,2083571,255155,8.22,38.49,Medio Alto,Crítica,Endeudado
5757225,747431,229640,813223,230912,368312,191255,139427,428500,2228529,305830,7.44,38.71,Medio Alto,Crítica,Endeudado
5426701,656569,204894,834108,204490,319201,184565,126147,458984,2132660,254762,8.46,39.3,Medio Alto,Crítica,Endeudado
4996310,637241,184020,835741,217092,300267,155196,125315,373161,1904276,230727,7.47,38.11,Medio Alto,Crítica,Endeudado
5648405,749439,224475,923139,252490,321627,176282,132692,431739,1912872,297634,7.64,33.87,Medio Alto,Crítica,Endeudado
5038793,677529,191849,890526,203015,275882,161821,112187,458072,1837395,228626,9.09,36.46,Medio Alto,Crítica,Endeudado
4920213,601700,202224,847606,207947,281800,155506,132851,406462,1725168,248678,8.26,35.06,Medio Alto,Crítica,Endeudado
5723726,696023,220792,1031999,224029,320079,177913,129185,438804,1932711,286896,7.67,33.77,Medio Alto,Crítica,Endeudado
5404102,683150,184945,756988,223331,285149,192438,144835,427302,2229054,269262,7.91,41.25,Medio Alto,Crítica,Endeudado
5279004,597406,231205,833659,239764,306798,189067,124542,386702,2122156,245337,7.33,40.2,Medio Alto,Crítica,Endeudado
6474435,759189,268340,1172252,292311,363496,235243,147747,525712,2339243,291992,8.12,36.13,Medio Alto,Crítica,Endeudado
5842423,675845,266686,970614,231663,308170,213146,153609,519674,2155625,313218,8.89,36.9,Medio Alto,Crítica,Endeudado
5757098,748193,250496,880491,251482,308299,178313,157579,480043,2008115,265641,8.34,34.88,Medio Alto,Crítica,Endeudado
5879647,712987,226398,897789,252166,359524,195684,141694,508183,2184680,322138,8.64,37.16,Medio Alto,Crítica,Endeudado
6241741,831957,235193,1075964,244779,360751,211280,163956,566991,2147870,332989,9.08,34.41,Medio Alto,Crítica,Endeudado
4887164,580321,218428,832616,213812,298204,172164,106855,411391,1786369,242525,8.42,36.55,Medio Alto,Crítica,Endeudado
6192370,721118,277225,1093416,276677,348318,214102,156515,513320,2276478,295877,8.29,36.76,Medio Alto,Crítica,Endeudado
4993294,588554,219789,820242,201922,313394,181964,114492,409380,1851945,256529,8.2,37.09,Medio Alto,Crítica,Endeudado
5568030,667466,237199,1016556,215094,340764,169313,130278,444866,2049580,277169,7.99,36.81,Medio Alto,Crítica,Endeudado
6058708,828124,253509,913614,261728,357476,196797,160310,483834,2273165,313331,7.99,37.52,Medio Alto,Crítica,Endeudado
5743985,651752,205885,1021417,238097,295943,153079,122020,441912,2206446,298853,7.69,38.41,Medio Alto,Crítica,Endeudado
6235289,815713,277066,944886,274710,389151,178780,153223,497003,2293676,320806,7.97,36.79,Medio Alto,Crítica,Endeudado
5216269,600757,218769,903422,235764,283262,162352,136478,397363,1861092,283448,7.62,35.68,Medio Alto,Crítica,Endeudado
4898100,618337,192364,779455,210637,305933,167795,116206,412868,1667764,229648,8.43,34.05,Medio Alto,Crítica,Endeudado
5646136,771314,253885,1032658,251980,335417,158923,153761,453986,2008058,218528,8.04,35.57,Medio Alto,Crítica,Endeudado
5056100,646329,225489,891758,201872,267177,158370,119342,323708,1876748,250010,6.4,37.12,Medio Alto,Crítica,Endeudado
5445154,630595,204276,895690,244520,294645,176715,128331,433285,2006669,298948,7.96,36.85,Medio Alto,Crítica,Endeudado
5886813,737289,253232,895139,258536,367747,177150,146644,456541,2275870,311531,7.76,38.66,Medio Alto,Crítica,Endeudado
5955301,761625,251292,905267,231112,315568,212535,143742,520721,2149864,285755,8.74,36.1,Medio Alto,Crítica,Endeudado
5054032,637311,211213,807236,186943,268748,156015,132754,428461,1944109,273652,8.48,38.47,Medio Alto,Crítica,Endeudado
6001987,663299,235245,881513,261236,366631,166495,151432,504431,2475371,285026,8.4,41.24,Medio Alto,Crítica,Endeudado
5239205,610095,216995,896426,210237,279139,182397,129305,480148,1998998,231003,9.16,38.15,Medio Alto,Crítica,Endeudado
5430411,729838,232365,874573,235933,339639,178664,126259,412085,1892587,295415,7.59,34.85,Medio Alto,Crítica,Endeudado
5229364,622676,197779,876888,222156,314919,167079,127857,417529,1889346,284107,7.98,36.13,Medio Alto,Crítica,Endeudado
5590383,732986,219741,883987,252365,308668,185258,141707,507424,1907265,282202,9.08,34.12,Medio Alto,Crítica,Endeudado
4881235,618243,184555,799883,208251,261585,161583,122978,378625,1892779,231746,7.76,38.78,Medio Alto,Crítica,Endeudado
6187220,699526,233497,1067403,267589,395384,224500,153275,473735,2313477,296450,7.66,37.39,Medio Alto,Crítica,Endeudado
6417686,777383,265151,981049,293918,406721,226241,173884,510758,2288172,335335,7.96,35.65,Medio Alto,Crítica,Endeudado
6120917,813540,268464,1071397,262207,320073,210950,140690,525849,2207344,295175,8.59,36.06,Medio Alto,Crítica,Endeudado
5084820,532709,208568,923461,232197,263475,180859,137153,384033,1968732,249355,7.55,38.72,Medio Alto,Crítica,Endeudado
6012476,779503,245491,1086150,227481,371388,189831,139411,529100,2085710,294459,8.8,34.69,Medio Alto,Crítica,Endeudado
5851056,752779,230673,997130,244493,332048,214104,159144,510875,2040288,307040,8.73,34.87,Medio Alto,Crítica,Endeudado
6026488,687605,235949,953482,239357,337423,192305,157753,481922,2404502,293711,8.0,39.9,Medio Alto,Crítica,Endeudado
4936528,593750,210026,683423,195508,287102,173520,121835,447879,1960601,233775,9.07,39.72,Medio Alto,Crítica,Endeudado
5105159,690154,231486,859612,223267,291337,175590,134036,424964,1784084,241136,8.32,34.95,Medio Alto,Crítica,Endeudado
5926961,724032,232758,1028327,235794,375018,200217,138920,512306,2159712,317505,8.64,36.44,Medio Alto,Crítica,Endeudado
6423020,785460,260501,1151242,260022,318266,234893,149119,422606,2498872,324661,6.58,38.9,Medio Alto,Crítica,Endeudado
5414891,626281,234161,790041,237250,305929,166367,146639,469825,2160314,267012,8.68,39.9,Medio Alto,Crítica,Endeudado
6244738,787742,266937,1129675,264020,382046,207620,152885,543212,2112642,288137,8.7,33.83,Medio Alto,Crítica,Endeudado
6233388,807332,278789,1026073,274229,398543,209995,153050,562318,2123023,341701,9.02,34.06,Medio Alto,Crítica,Endeudado
5008384,624393,227343,763989,214972,296582,174325,135723,432424,1696331,275011,8.63,33.87,Medio Alto,Crítica,Endeudado
5750846,740433,262429,903668,253104,297471,199448,154612,438959,2173362,305947,7.63,37.79,Medio Alto,Crítica,Endeudado
6127116,779405,247244,1002813,241364,389234,198239,157742,512776,2199409,317844,8.37,35.9,Medio Alto,Crítica,Endeudado
4926105,676346,200492,748184,216653,286367,143739,130812,446425,1805340,257044,9.06,36.65,Medio Alto,Crítica,Endeudado
6099243,779450,268170,987326,270685,353405,184224,150011,466864,2173194,299357,7.65,35.63,Medio Alto,Crítica,Endeudado
5267582,611438,233891,965267,205989,299707,188056,125689,456896,1884111,257076,8.67,35.77,Medio Alto,Crítica,Endeudado
5639993,648021,251546,871389,227847,322192,180827,151468,474345,2120726,293600,8.41,37.6,Medio Alto,Crítica,Endeudado
6038367,689993,224468,991510,260367,354190,174740,163560,474956,2361205,312283,7.87,39.1,Medio Alto,Crítica,Endeudado
5510884,640067,224710,854802,225447,348656,170180,142004,492348,2102606,255847,8.93,38.15,Medio Alto,Crítica,Endeudado
5407875,711621,216574,943382,233687,288482,185634,148506,426076,1873130,255355,7.88,34.64,Medio Alto,Crítica,Endeudado
5091608,596048,221223,789635,203043,275765,162301,119527,437475,1836036,234498,8.59,36.06,Medio Alto,Crítica,Endeudado
5955799,707608,229914,978425,228360,303726,172344,150990,510008,2348688,322681,8.56,39.44,Medio Alto,Crítica,Endeudado
6338657,804998,239101,1010952,243873,333164,195111,158975,477606,2220879,323312,7.53,35.04,Medio Alto,Crítica,Endeudado
5668308,671028,233237,920686,258108,309754,178490,146400,479189,2132639,274623,8.45,37.62,Medio Alto,Crítica,Endeudado
6381829,800190,260420,1044774,246535,335342,220227,162422,535392,2435825,332589,8.39,38.17,Medio Alto,Crítica,Endeudado
5570618,716247,253801,847711,238910,322754,180473,127183,504534,2091463,257760,9.06,37.54,Medio Alto,Crítica,Endeudado
5711607,702384,247524,878692,230624,302192,190678,125871,401197,2327111,287183,7.02,40.74,Medio Alto,Crítica,Endeudado
4934728,592890,185433,766603,223905,277375,151739,127972,395354,1915104,235011,8.01,38.81,Medio Alto,Crítica,Endeudado
6014565,696426,269355,1075229,249437,366498,181358,163464,467595,2188657,276736,7.77,36.39,Medio Alto,Crítica,Endeudado
6311131,687668,230053,1130032,236283,363624,189351,142772,471072,2536056,312724,7.46,40.18,Medio Alto,Crítica,Endeudado
5878310,785215,245917,993320,201625,351424,212827,149229,427351,2198109,305698,7.27,37.39,Medio Alto,Crítica,Endeudado
5565213,514485,233898,1012215,200914,279547,166240,144624,419316,2279369,289014,7.53,40.96,Medio Alto,Crítica,Endeudado
5545664,639224,213378,870205,218595,292286,196880,141389,422190,1940112,277591,7.61,34.98,Medio Alto,Crítica,Endeudado
5094555,644267,207097,852716,216545,302444,165866,136829,439515,1770338,251304,8.63,34.75,Medio Alto,Crítica,Endeudado
5740218,703908,219645,1000320,249991,310262,194368,130314,488360,2003208,262227,8.51,34.9,Medio Alto,Crítica,Endeudado
5990515,773624,245834,955337,240638,350429,188198,145980,507925,2091303,310490,8.48,34.91,Medio Alto,Crítica,Endeudado
6221728,811129,258681,954502,257061,377850,195833,144197,558434,2317574,336394,8.98,37.25,Medio Alto,Crítica,Endeudado
5332974,601754,219803,806424,229085,317143,182162,134407,482733,1879757,287443,9.05,35.25,Medio Alto,Crítica,Endeudado
5912395,795121,269043,971211,228526,345111,177512,144083,513793,2162978,304590,8.69,36.58,Medio Alto,Crítica,Endeudado
5559011,709201,245599,836708,217798,310757,187177,128091,422647,2136315,295129,7.6,38.43,Medio Alto,Crítica,Endeudado
6159439,663299,240503,1066093,249022,324087,205349,150734,560093,2377031,302050,9.09,38.59,Medio Alto,Crítica,Endeudado
5906509,733469,244718,1078403,230435,349633,187534,150894,465873,2148543,297554,7.89,36.38,Medio Alto,Crítica,Endeudado
5145784,580408,194918,782146,196578,309428,165206,120507,458600,2104919,231401,8.91,40.91,Medio Alto,Crítica,Endeudado
6393431,817929,251082,1154552,287183,369508,232088,153789,512393,2205217,319943,8.01,34.49,Medio Alto,Crítica,Endeudado
6340870,735258,268815,1062956,279921,390695,229288,146507,521395,2194066,342208,8.22,34.6,Medio Alto,Crítica,Endeudado
5913686,714117,224495,988237,248054,305530,165973,150865,528747,2280946,301526,8.94,38.57,Medio Alto,Crítica,Endeudado
5913544,801005,225912,980861,226416,360759,195702,136722,459369,2130516,288746,7.77,36.03,Medio Alto,Crítica,Endeudado
5833439,659167,264667,989903,237679,334291,192258,138962,438598,2283766,268757,7.52,39.15,Medio Alto,Crítica,Endeudado
5772545,710532,216114,930611,212566,331237,171450,129310,441110,2366691,258357,7.64,41.0,Medio Alto,Crítica,Endeudado
5489823,637420,242513,992122,237825,306606,189686,133062,500101,1966273,278886,9.11,35.82,Medio Alto,Crítica,Endeudado
6253075,668451,237407,969307,247885,329177,211743,145159,569066,2505931,319093,9.1,40.08,Medio Alto,Crítica,Endeudado
5726383,666184,233850,867914,223930,362633,192305,154674,456524,2255257,293304,7.97,39.38,Medio Alto,Crítica,Endeudado
5822775,708217,215438,939314,250603,327146,193726,148991,528092,2234138,264491,9.07,38.37,Medio Alto,Crítica,Endeudado
6009911,772349,241144,925705,242303,368868,218362,163968,468045,2300861,286170,7.79,38.28,Medio Alto,Crítica,Endeudado
5762420,672846,263928,902557,260098,333617,190032,145724,512071,2163241,284465,8.89,37.54,Medio Alto,Crítica,Endeudado
5073977,659629,206863,794988,199586,270074,172878,128359,428926,1737218,272051,8.45,34.24,Medio Alto,Crítica,Endeudado
6161415,709403,253329,1068670,267728,383208,198311,160616,466602,2137503,314008,7.57,34.69,Medio Alto,Crítica,Endeudado
6418031,820202,279968,953565,265797,337759,220371,151326,498957,2514215,344495,7.77,39.17,Medio Alto,Crítica,Endeudado
5740992,660169,229555,954723,260729,310774,189739,140874,484897,2195812,312888,8.45,38.25,Medio Alto,Crítica,Endeudado
5132596,641009,212649,771207,205218,297977,167570,129372,395562,1832516,272412,7.71,35.7,Medio Alto,Crítica,Endeudado
5433984,634642,213651,878497,208413,318235,188362,130283,495522,2073224,248347,9.12,38.15,Medio Alto,Crítica,Endeudado
4990180,574252,214033,832704,216654,262646,159697,134112,389591,1893070,232378,7.81,37.94,Medio Alto,Crítica,Endeudado
5027627,584174,204973,815927,215878,267246,151928,127153,457261,1850086,236051,9.09,36.8,Medio Alto,Crítica,Endeudado
5422025,628702,226979,975740,226304,291855,197569,129571,409091,2039192,276338,7.54,37.61,Medio Alto,Crítica,Endeudado
6047055,787481,228533,1027002,258142,334578,202980,162777,473731,2097375,316334,7.83,34.68,Medio Alto,Crítica,Endeudado
5507672,659290,235909,892579,214711,337505,174520,135444,498795,2057626,296945,9.06,37.36,Medio Alto,Crítica,Endeudado
4984881,562394,173909,752593,200833,291419,173476,122144,413398,2053765,240647,8.29,41.2,Medio Alto,Crítica,Endeudado
6425587,776125,274354,979518,277235,393103,193066,153703,584541,2357519,327849,9.1,36.69,Medio Alto,Crítica,Endeudado
5907203,767008,244276,802341,249629,297030,180781,147532,466391,2431340,316002,7.9,41.16,Medio Alto,Crítica,Endeudado
5116489,580077,206082,824604,197028,299933,172269,140308,462746,1976074,237984,9.04,38.62,Medio Alto,Crítica,Endeudado
4925107,634168,195830,752240,213090,303682,162327,114618,396269,1900929,236799,8.05,38.6,Medio Alto,Crítica,Endeudado
5372889,633759,204267,909301,245544,283809,178654,136189,404209,1935421,242264,7.52,36.02,Medio Alto,Crítica,Endeudado
5604654,686012,253653,958869,249292,297675,187549,148334,511789,2039785,252996,9.13,36.39,Medio Alto,Crítica,Endeudado
5814005,795837,245084,952823,248734,308034,192253,141729,449925,2042009,275641,7.74,35.12,Medio Alto,Crítica,Endeudado
4911240,553357,184705,861485,223882,307608,166483,113606,400273,1837165,228732,8.15,37.41,Medio Alto,Crítica,Endeudado
6157500,816529,262010,969466,258868,337210,208065,151666,521023,2131789,307336,8.46,34.62,Medio Alto,Crítica,Endeudado
6235680,795108,268674,1011100,262853,337493,223947,155421,536645,2198667,281385,8.61,35.26,Medio Alto,Crítica,Endeudado
4994798,570199,194892,909567,200166,287517,165070,122609,413032,1860153,267252,8.27,37.24,Medio Alto,Crítica,Endeudado
6081528,745322,261115,984391,275886,337236,208998,158382,466705,2304052,317962,7.67,37.89,Medio Alto,Crítica,Endeudado
5026298,595008,221399,830904,194275,289953,172183,132109,455406,1755929,251416,9.06,34.93,Medio Alto,Crítica,Endeudado
5288807,598414,228645,880143,235139,279101,169517,143355,434798,2078795,237647,8.22,39.31,Medio Alto,Crítica,Endeudado
5899038,742570,242342,1042731,243589,326839,179847,162030,498083,2158063,245062,8.44,36.58,Medio Alto,Crítica,Endeudado
6017825,678411,258386,1018193,254772,370673,197118,139915,523718,2107020,299563,8.7,35.01,Medio Alto,Crítica,Endeudado
5220027,705188,196929,886453,222319,274990,162377,129475,417050,1839649,269727,7.99,35.24,Medio Alto,Crítica,Endeudado
5360877,715672,201461,860984,238519,329974,175963,123164,403601,1856577,286945,7.53,34.63,Medio Alto,Crítica,Endeudado
6345086,800796,271620,1021604,249161,390008,187930,145269,522462,2421126,316722,8.23,38.16,Medio Alto,Crítica,Endeudado
4927910,541272,202412,847973,199992,277121,137825,126237,425030,1925211,234413,8.62,39.07,Medio Alto,Crítica,Endeudado
5021018,567847,230073,772374,226579,315171,153465,126027,410974,1821670,239856,8.19,36.28,Medio Alto,Crítica,Endeudado
5237083,568990,196778,878852,214944,317818,167450,113532,426255,2027079,246631,8.14,38.71,Medio Alto,Crítica,Endeudado
5441295,714493,224652,889702,204456,299333,185664,145845,417930,2015424,248879,7.68,37.04,Medio Alto,Crítica,Endeudado
5813242,689688,225423,916062,251047,335972,192470,155052,467484,2051788,302821,8.04,35.3,Medio Alto,Crítica,Endeudado
5370887,727387,213916,928661,204623,283485,190012,134046,444749,1978404,244921,8.28,36.84,Medio Alto,Crítica,Endeudado
5549625,749347,245246,901847,208579,320256,179434,119204,504234,2025948,285715,9.09,36.51,Medio Alto,Crítica,Endeudado
6244823,833067,235008,1051870,271148,375324,205711,144863,569205,2213887,310633,9.11,35.45,Medio Alto,Crítica,Endeudado
5841351,744146,190967,997713,239915,298099,187336,113028,461388,2311227,276804,7.9,39.57,Medio Alto,Crítica,Endeudado
6398182,741728,284717,1004625,231044,359222,196887,148176,466265,2631620,327861,7.29,41.13,Medio Alto,Crítica,Endeudado
5033251,634383,210873,837762,187770,293388,167545,112585,406765,1947279,229165,8.08,38.69,Medio Alto,Crítica,Endeudado
5728405,736958,234821,961537,223871,324311,179012,145852,422860,2207142,289238,7.38,38.53,Medio Alto,Crítica,Endeudado
5881502,772912,216726,925229,247406,325731,192070,161407,528589,2209626,300872,8.99,37.57,Medio Alto,Crítica,Endeudado
5499329,715999,239294,904155,208014,293502,172746,143332,432793,2050132,300210,7.87,37.28,Medio Alto,Crítica,Endeudado
5761148,715904,248753,1008944,225513,346753,205584,155583,443557,2119239,271230,7.7,36.79,Medio Alto,Crítica,Endeudado
6112641,691360,262733,921489,230841,367232,223086,152323,519645,2131565,308158,8.5,34.87,Medio Alto,Crítica,Endeudado
6369029,737564,230834,1098844,260766,390951,209835,173114,526280,2431864,297340,8.26,38.18,Medio Alto,Crítica,Endeudado
6446794,804820,255986,1115620,292212,368210,204365,160925,571961,2263408,353802,8.87,35.11,Medio Alto,Crítica,Endeudado
6185565,794026,281004,1108537,249672,374877,192921,148360,557782,2193848,282078,9.02,35.47,Medio Alto,Crítica,Endeudado
5984019,744474,244550,1055368,221199,319511,210425,143615,505880,2231641,302941,8.45,37.29,Medio Alto,Crítica,Endeudado
6482275,707361,266149,1169514,240749,397177,237078,156628,499525,2523856,279208,7.71,38.93,Medio Alto,Crítica,Endeudado
5822411,677303,248794,875045,215708,343472,179797,147656,448755,2387480,272730,7.71,41.01,Medio Alto,Crítica,Endeudado
4997891,564725,220056,837964,225490,315338,160106,133686,413460,1753540,234537,8.27,35.09,Medio Alto,Crítica,Endeudado
5621759,666877,230775,873040,216322,354460,185039,151259,486973,2166273,277121,8.66,38.53,Medio Alto,Crítica,Endeudado
6002099,740319,230203,1098673,234379,358929,210906,131674,456013,2169538,322864,7.6,36.15,Medio Alto,Crítica,Endeudado
5956375,761940,231281,1029286,265166,328840,184874,154721,507382,2065844,308513,8.52,34.68,Medio Alto,Crítica,Endeudado
5822945,665432,259199,1053095,251784,357209,177034,131999,462287,2142332,289669,7.94,36.79,Medio Alto,Crítica,Endeudado
5492398,708451,237510,906773,219121,340692,181810,130267,502623,1870845,259609,9.15,34.06,Medio Alto,Crítica,Endeudado
4892496,534026,183776,743383,217934,278032,163487,120638,417774,1906233,233585,8.54,38.96,Medio Alto,Crítica,Endeudado
5066081,651234,217701,848751,213219,309562,164965,104747,438581,1874895,237396,8.66,37.01,Medio Alto,Crítica,Endeudado
5590858,733883,242347,910775,232119,339037,192006,139972,442726,1906929,304456,7.92,34.11,Medio Alto,Crítica,Endeudado
